id_fabricante;cnpj_fabricante;fabricante
Fab02257;37260261000150;MEDICAL SYSTEM
Fab02258;01152141000192;TERMOGEL INDUST
Fab02259;06053353000136;SANTA BRANCA DI
Fab02260;01772798000233;MEDTRONIC COMER
Fab02261;16847018000163;THN NUTRICAO E
Fab02262;07591326000180;MOKSHA8 BRASIL
Fab02263;25066271000170;ALGSUN INDUSTRI
Fab02264;43062587000176;INDUSTRIA DE JE
Fab02265;27011022000103;BL INDÚSTRIA ÓT
Fab02266;00317372000146;GALDERMA BRASIL
Fab02267;14829598000130;HERBAMED LABORA
Fab02268;10742412000401;BRACCO IMAGING
Fab02269;17010735000107;DERMATOFLORA LT
Fab02270;95799201000107;ADLIN PLASTICOS
Fab02271;12828039000180;PREMIER COMERCI
Fab02272;12630261000174;TROL PHARMA MED
Fab02273;46054219000174;SOLFARMA COMERC
Fab02274;14336329000132;SOL-MILLENNIUM
Fab02275;26401571000121;TRES PHARMA DIS
Fab02276;05142442000196;SOL PRO+MED COM
Fab02277;22010816000309;ACTIVE INDUSTRI
Fab02278;07907297000112;ACE MEDICAMENTO
Fab02279;00592933000115;ZEDAMED LTDA
Fab02280;00000000006401;ABBOTT LABORATO
Fab02281;01999037000138;LUPLATEX INDUST
Fab02282;09542984000107;SOROCAPS INDUST
Fab02283;26476191000156;HIROMED PRODUTO
Fab02284;35601772000163;GALDI HOSPITALA
Fab02285;21581445000182;ALTAMED DISTRIB
Fab02286;04712572000154;BALM LABOR INDU
Fab02287;46385514000103;ROYTON QUIMICA
Fab02288;03108098000193;BLISFARMA INDUS
Fab02289;09454377000195;SHINBRO INTERNA
Fab02290;26043097000103;FATO IMPORTADOR
Fab02291;64687015000152;IPANEMA INDUSTR
Fab02292;07946202000170;PHARMATEX COMER
Fab02293;06276904000120;AD INSTRUMENTOS
Fab02294;84551191000170;SILVA & SILVA P
Fab02295;26898124000120;FARMANORTE COME
Fab02296;05452889000161;CELLTRION HEALT
Fab02297;10729492000104;QUIMICENTER PRO
Fab02298;59748988000114;JOHNSON & JOHNS
Fab02299;30280358000186;ROCHE DIAGNOSTI
Fab02300;13656820000188;SMITH & NEPHEW
Fab02301;12047164000153;GLOBAL HOSPITAL
Fab02302;01793020000120;HOSPTECH COMERC
Fab02303;13640053000119;HALMA SAUDE E O
Fab02304;00322352000163;DPCBRASIL INDUS
Fab02305;11495858000190;ALG BRASIL COME
Fab02306;60397874000156;FUJIFILM DO BRA
Fab02307;12047164000315;GLOBAL HOSPITAL
Fab02308;68072172000104;I.O.L. IMPLANTE
Fab02309;10645510000170;DISTRIBUIDORA D
Fab02310;03662365000170;PLASTICOS ITAQU
Fab02311;07682567000134;TEXCARE INDUSTR
Fab02312;05123544000164;IMBRALAB QUIMIC
Fab02313;05678146000104;HAOXI EQUIPAMEN
Fab02314;00984436000162;BELL TYPE INDUS
Fab02315;12936659000133;KEVENOLL DO BRA
Fab02316;96167887000186;PRATA HOSPITALA
Fab02317;05118766000199;FISIOMEDICA PRO
Fab02318;35785276000107;LUCIANO SERGIO
Fab02319;57680605000198;JON INDUSTRIA E
Fab02320;38056822000167;MX3 MEDICAL COM
Fab02321;07459952000117;MELHOR BRILHO C
Fab02322;38907770000195;PRISMA INSTRUME
Fab02323;23668196000192;MR PHARMA S.A
Fab02324;49324221000457;FRESENIUS KABI
Fab02325;25463374000174;MEDEFE PRODUTOS
Fab02326;49324221002077;FRESENIUS KABI
Fab02327;00028682000140;PROMEDON DO BRA
Fab02328;60409075010034;NESTLE BRASIL L
Fab02329;08633431000105;GABISA MEDICAL
Fab02330;56646953000186;LABORATORIO VIT
Fab02331;01140868000150;CIRURGICA OLIMP
Fab02332;69363174000115;NUTERAL INDUSTR
Fab02333;23228076000174;CMH - CENTRAL D
Fab02334;25072559000158;MATHEUS HENRIQU
Fab02335;17406286000102;MAIS SAUDE MATE
Fab02336;24586988000180;CIRURGICA NOSSA
Fab02337;02223342000104;STARMED ARTIGOS
Fab02338;65802894000189;BIO MN INDUSTRI
Fab02339;75004192000103;QUIBRAS QUIMICA
Fab02340;60409075002953;NESTLE BRASIL L
Fab02341;05421585000137;WINNER INDUSTRI
Fab02342;00129149000256;MIYUKI INDUSTRI
Fab02343;08183359000153;PRODIET NUTRICA
Fab02344;08442245000261;PROTDESC DO BRA
Fab02345;07506786000162;PORTELA & LIMA
Fab02346;04716276000121;RMC - INDUSTRIA
Fab02347;68132950000103;GENZYME DO BRAS
Fab02348;36758579000101;HIGIAL INDUSTRI
Fab02349;59557124000115;RECKITT BENCKIS
Fab02350;46179008000320;BRASTERAPICA IN
Fab02351;38909503000157;OPEM REPRESENTA
Fab02352;02896807000180;LENZ CORPORATIO
Fab02353;35820448005448;WHITE MARTINS G
Fab02354;35820448012657;WHITE MARTINS G
Fab02355;05328961000143;INSETIMAX INDUS
Fab02356;00647935000164;MASTER DIAGNOST
Fab02357;03974404000174;ORTOBIO - INDUS
Fab02358;23420241000195;ANTONIO JACINTO
Fab02359;56994502001705;NOVARTIS BIOCIE
Fab02360;01517587000173;FILTRAX INDUSTR
Fab02361;16100973000132;NUTIVIT SUPLEME
Fab02362;53452157000114;COLLECT IMPORTA
Fab02363;00938703000165;HOLLISTER DO BR
Fab02364;17039142000165;OLIMEDIC INDUST
Fab02365;07603991000146;SOFT CARE PRODU
Fab02366;10733776000174;LUYMARX COMERCI
Fab02367;45985371006220;3M DO BRASIL LT
Fab02368;35820448000721;WHITE MARTINS G
Fab02369;03989600000112;ALLA BRASIL LTD
Fab02370;10948986000180;TOPMEDICAL COME
Fab02371;04967408000198;EMERGO BRAZIL I
Fab02372;82914334000135;DAHUER LABORATO
Fab02373;11193841000189;CARDOSO E HILLO
Fab02374;33325917000115;LONDON QUALITY
Fab02375;08417805000147;UTILE PARTICIPA
Fab02376;00325031000112;KOTA IMPORTS LT
Fab02377;44734671000152;CRISTÁLIA PRODU
Fab02378;08646787000175;MAXINUTRI LABOR
Fab02379;56323280000123;TRINKS - INDUST
Fab02380;10286826000112;TAYCO EQUIPAMEN
Fab02381;25031668000127;SAMEH - SOLUCOE
Fab02382;81022832000100;ODONTO PROTESE
Fab02383;17256512000116;DROGARIA ARAUJO
Fab02384;06173145000170;DIAMANTEC PRODU
Fab02385;03775002000140;DENTBRAS INDUST
Fab02386;11731549000172;COLTENE DO BRAS
Fab02387;01744885000104;ECLIPSE TRANSPO
Fab02388;04008318000170;ESSENCE DENTAL
Fab02389;41851336000145;AMEDICA DESCART
Fab02390;32826204000172;*BLOCK* NOVAFAR
Fab02391;50371889000191;PRECISION CENTR
Fab02392;02060549000105;F.B.M. INDUSTRI
Fab02393;07897039000100;DENTEMED EQUIPA
Fab02394;03519603000192;AVANOS MEDICAL
Fab02395;10906080000283;ALVES DE SOUSA
Fab02396;04491780000171;GERAIS, COMÉRCI
Fab02397;25101992000174;UGHC BRASIL IMP
Fab02398;05944604000100;EDWARDS LIFESCI
Fab02399;14829987000166;OLTRAMED COMERC
Fab02400;00814559000155;SURYA DENTAL CO
Fab02401;27029083000106;ODONTOMASTER CO
Fab02402;49351786000423;BAXTER HOSPITAL
Fab02403;17696874000128;PLUMAX - COMERC
Fab02404;25186120000156;ONTEX BRASIL HO
Fab02405;27376632000100;EXATA DISTRIBUI
Fab02406;59717553000102;MULTILASER INDU
Fab02407;08863966000164;ORTOSANI PRODUT
Fab02408;18273113000126;PIANNA & BERNAB
Fab02409;58426628000133;SAMTRONIC INDUS
Fab02410;06194440000103;ODONTOMEDI - PR
Fab02411;33660094000184;J.N.S. TEXTIL L
Fab02412;04748181000190;LABORATORIOS BA
Fab02413;03449625000123;MAXCLEAN COMERC
Fab02414;11014549000151;BIOFLORENCE IMP
Fab02415;09007247000295;FIBRA CIRURGICA
Fab02416;05971158000122;INDUSTRIA E COM
Fab02417;00000000006312;MERCK SHARP & D
Fab02418;48044358000142;ALAMAR TECNO CI
Fab02419;00331788000119;AIR LIQUIDE BRA
Fab02420;00331788004610;AIR LIQUIDE BRA
Fab02421;22582799000104;MARCELO VIANA D
Fab02422;03968926000163;MASIF ARTIGOS M
Fab02423;72819980000160;M. SO MATERIAL
Fab02424;19933144000129;QR CONSULTING,
Fab02425;00787540000167;VERBENNA FARMAC
Fab02426;07718721000180;BEAUFOUR IPSEN
Fab02427;33009945002339;PRODUTOS ROCHE
Fab02428;08745092000140;BECARI COMERCIA
Fab02429;69950913000175;MED FARMACE DIS
Fab02430;80452022000121;DAUFENBACH & DA
Fab02431;65882631000127;SUTURBRAS INDUS
Fab02432;04212778000115;TEKPLAST INDUST
Fab02433;12472927000103;QUALYBLESS DO B
Fab02434;04821942000191;POLIFER - INDUS
Fab02435;44211936000803;AVERT LABORATOR
Fab02436;14311664000186;SELETA INDUSTRI
Fab02437;01985366000120;INDUMED COMERCI
Fab02438;03851135000159;KENNEN INDUSTRI
Fab02439;04066040000197;OPTIMUM COMERCI
Fab02440;08049419000220;METALMS INDUSTR
Fab02441;97127559000119;MK PRODUTOS PAR
Fab02442;07230036000100;METALLUM COMERC
Fab02443;00008354000182;BIOSENSOR INDUS
Fab02444;01081026000174;COMPOJET BIOMED
Fab02445;15346274000104;HOSPLAB PRODUTO
Fab02446;01255555000147;ALIANDI TEXTIL
Fab02447;15432170000112;ALL CLEAR COMER
Fab02448;54102488000197;CIRCUIT EQUIPAM
Fab02449;05454389000169;RUSSER BRASIL L
Fab02450;58216797000149;KINNER DO BRASI
Fab02451;01999166000126;INNOVA S/A
Fab02452;33109356000460;CASA GRANADO LA
Fab02453;33425331000122;VIGODENT S/A IN
Fab02454;64711500000203;UCB BIOPHARMA L
Fab02455;00947389000187;FLEXOR INDUSTRI
Fab02456;60663705000110;CRISTAL TEXTIL
Fab02457;55163042000135;SEMINA INDUSTRI
Fab02458;27710825000156;MINAS MED BRASI
Fab02459;04842199000156;KOVALENT DO BRA
Fab02460;00382468000198;COLGATE-PALMOLI
Fab02461;30096901000190;TOSETTI LTDA
Fab02462;54741095000123;CIRUVET INDUSTR
Fab02463;08053383000178;CAITHEC INDUSTR
Fab02464;67566877000115;D.C.M.A. PRODUT
Fab02465;04267668000150;DINAMO EXPRESS
Fab02466;07986222000174;BIOGEN IDEC BRA
Fab02467;52270527000130;AMERICAN ALLOYS
Fab02468;08639512000104;EURODONTO IMPOR
Fab02469;68952019000171;TEXCAR INDUSTRI
Fab02470;22976138000163;SAMED IMP COM E
Fab02471;06067924000191;EUROCEL COMERCI
Fab02472;56994502000644;NOVARTIS BIOCIE
Fab02473;19006720000192;KASMED IMPORTAC
Fab02474;02552927000160;OCTAPHARMA BRAS
Fab02475;09284952000159;KEDRION BRASIL
Fab02476;17631154000184;ORION FARMACEUT
Fab02477;02816696000154;PONTAMED FARMAC
Fab02478;17318477000112;FORTCLEAN DESCA
Fab02479;02370649000120;BRASUTURE INDUS
Fab02480;06954360000109;MASTER COMERCIA
Fab02481;01417367000178;ARKTUS INDUSTRI
Fab02482;07944100000115;PROC9 INDUSTRIA
Fab02483;05882795000122;MEGAFRAL INDUST
Fab02484;04167746000145;BELLPLUS INDUST
Fab02485;61489381000109;KTK INDUSTRIA,
Fab02486;02949582000182;MEDICALWAY EQUI
Fab02487;30667695000120;HARTMANN IND. C
Fab02488;20599845000152;MARIO MEDICAL C
Fab02489;30766874000115;CIRURGICA PARAN
Fab02490;05782733000300;CIAMED - DISTRI
Fab02491;24191943000107;GLOBALMED COMÉR
Fab02492;04307650001530;ONCO PROD DISTR
Fab02493;60409075000152;NESTLE BRASIL L
Fab02494;78589504000186;INDREL INDUSTRI
Fab02495;11308834000185;VIDA BIOTECNOLO
Fab02496;10461807000185;PHARMEDICE MANI
Fab02497;28753796000172;ISOFAR INDÚSTRI
Fab02498;33040635000171;BIOMERIEUX BRAS
Fab02499;19946347000150;SIGMA COMERCIAL
Fab02500;07438908000120;ALPHACARBO INDU
Fab02501;00000000000032;PHARMOS S.A.
Fab02502;26581761000178;HIGIBEST COMERC
Fab02503;02193012000105;VENOSAN BRASIL
Fab02504;61747986000152;BARASCH SYLMAR
Fab02505;53359824000119;BLANVER FARMOQU
Fab02506;84684620000187;LABORATORIO CAT
Fab02507;33026055000120;MEGALABS FARMAC
Fab02508;05234897000131;NATEK - NATUREZ
Fab02509;20480457000158;MAXI CONFORT IM
Fab02510;17625281000170;CELGENE BRASIL
Fab02511;00165933000139;DESCARTEX CONFE
Fab02512;06207502000174;EURO MED INDUST
Fab02513;58295213002111;PHILIPS MEDICAL
Fab02514;10351637000186;MEAD JOHNSON DO
Fab02515;15772566000109;L.D. FARMACEUTI
Fab02516;11462456000190;DIAGNOSTICA IND
Fab02517;44463156000184;SERVIMED COMERC
Fab02518;07865568000114;LUSMED COMERCIO
Fab02519;04246660000108;TAUENS FARMACEU
Fab02520;10967865000185;FISIOVITAL COME
Fab02521;44734671000154;CRISTÁLIA PRODU
Fab02522;92832195000154;SALBEGO LABORAT
Fab02523;19426695000104;ANOVIS INDUSTRI
Fab02524;33112665000499;DFL INDUSTRIA E
Fab02525;00075112000101;REYMER DO BRASI
Fab02526;02426574000151;STERMAX INDUSTR
Fab02527;54516661000101;JOHNSON E JOHNS
Fab02528;03886705000146;INDUSTRIAS RAYM
Fab02529;12424020000179;NOVAMED FABRICA
Fab02530;29791821000175;MAGNA INDUSTRIA
Fab02531;09593438000103;BIO ADVANCE DIA
Fab02532;14511644000159;D C N UNIFORMES
Fab02533;13138732000194;GOLFRAN GESTAO
Fab02534;05914226000111;VALEPLAST INDUS
Fab02535;61148037000156;ORTOPRATIKA IND
Fab02536;07108922000166;ECOFITUS LABORA
Fab02537;13109151000124;UNO HEALTHCARE
Fab02538;24380578002475;WHITE MARTINS G
Fab02539;05263709000101;ROBISA INDUST.
Fab02540;19671783000163;R. BAIAO INDUST
Fab02541;11666105000109;DELLAMED COMERC
Fab02542;07453785000105;PHARMEDIC PHARM
Fab02543;51285641001304;EMBRAMAC - EMPR
Fab02544;61117263000170;VENKURI INDUSTR
Fab02545;27156872000108;VILLE COMERCIO
Fab02546;03869526000281;J.R.D. INDUSTRI
Fab02547;82297680000111;STERICONTROL LT
Fab02548;44769321000120;TAPMATIC DO BRA
Fab02549;44058162000156;PROTHEMO PRODUT
Fab02550;05062455000155;ALPHARAD COMÉRC
Fab02551;13008903000160;MILLENIUM COMER
Fab02552;09224765000180;LIFE MED PRODUT
Fab02553;16754226000118;HYGIELINE INDUS
Fab02554;44734671000157;CRISTÁLIA PRODU
Fab02555;38184168000177;VALENMED INDUST
Fab02556;05194502000467;ALFALAGOS LTDA.
Fab02557;14202920000105;PROTMED INDUSTR
Fab02558;74360116000178;BEST FABRIL IND
Fab02559;25398752000183;DJ COMERCIO E S
Fab02560;13156592000187;ANIS INDUSTRIA
Fab02561;30048726000165;BELA MAGAZINE C
Fab02562;04352265000100;ALIVE HEART COM
Fab02563;61595732000166;INVESTMAR DE IN
Fab02564;00562583000144;RENYLAB - QUIMI
Fab02565;57263337000109;IFAB INDUSTRIA
Fab02566;05782733000149;CIAMED DISTRIBU
Fab02567;11173392000107;TECNOMED COMERC
Fab02568;04084834000183;NATUFLORES INDU
Fab02569;00895119000170;SANFARMA COMERC
Fab02570;35067853000125;TECHPHARMA HOSP
Fab02571;28547190000180;GRAZIELA VELANI
Fab02572;02120411000146;HIGIE-TOPP INDU
Fab02573;10317959000109;ROYAL PACK EMBA
Fab02574;08753814000109;SOFT SURGICAL S
Fab02575;22685341000695;LIMA & PERGHER
Fab02576;28843702000156;CONECTAMED - CO
Fab02577;47882618000196;PLASCONY INDUST
Fab02578;05870716000244;NATURELIFE INDU
Fab02579;21555008000194;S A FABRICA DE
Fab02580;79402418000266;ESTILO ARTEFATO
Fab02581;05210556000126;DBS INDUSTRIA E
Fab02582;06107711000146;MAXDESCARTE IND
Fab02583;07876719000130;J. JORGE INDUST
Fab02584;04718143000194;VR MEDICAL IMPO
Fab02585;15287545000106;CETRO SOLUCOES
Fab02586;04198372000125;RENASCER IND. E
Fab02587;43843358000946;AIR PRODUCTS BR
Fab02588;11134261000110;CIMTECH INDUSTR
Fab02589;06316353000181;DIMAVE EQUIPAME
Fab02590;46686119000160;MARCOS RIBEIRO
Fab02591;63643571000164;TANARIMAN INDUS
Fab02592;06981319000121;AMERICAN INSTRU
Fab02593;09236133000136;CASAGRANDE & MI
Fab02594;61817664000132;NEWMED IMPORTAD
Fab02595;73010811000147;MED STEEL PRODU
Fab02596;66130642000113;ALL-TECH INDUST
Fab02597;12729472000169;TATIANA REGINA
Fab02598;08002360000134;BIOMARIN BRASIL
Fab02599;00000000000000;LABORATORIOS RI
Fab02600;17462476000147;NOBILE MEDICAL
Fab02601;02629588000172;FIRST MEDICAL S
Fab02602;29992682000148;ECOMED COMERCIO
Fab02603;92762277000170;VIDORA FARMACEU
Fab02604;22332686000150;VLM PRODUTOS DE
Fab02605;13236116000176;MEDK INDUSTRIA,
Fab02606;96260369000102;CELSO LOPES MAR
Fab02607;56014475000191;DELTRONIX EQUIP
Fab02608;66437831000133;HTS-TECNOLOGIA
Fab02609;22315538000128;MLA SUPRIMENTOS
Fab02610;28215470000191;GOLDMED IMPORTA
Fab02611;14459413000143;MW DISTRIBUIDOR
Fab02612;56216781000100;PRODUTOS ORTOPE
Fab02613;06256377000192;WORLD FIX INDUS
Fab02614;33051491000159;LABORATORIOS PI
Fab02615;01233103000164;MAPPEL INDUSTRI
Fab02616;01061762000160;DELFINI INDUSTR
Fab02617;03618805000191;CIPEL DE PADUA
Fab02618;67734053000298;B.R.A. INDUSTRI
Fab02619;08179551000176;CELLPUS INDUSTR
Fab02620;62618483000140;INBORPLAS ARTEF
Fab02621;05928853000101;CIBRAGEL INDUST
Fab02622;10424098000249;INDUSTRIA DE CO
Fab02623;33109356000117;CASA GRANADO LA
Fab02624;61391769000172;ARISTON INDÚSTR
Fab02625;00217622000176;LATINA ELETRODO
Fab02626;22910512000128;SUTUMED INDUSTR
Fab02627;09441460000120;PADRAO DIST PRO
Fab02628;11405384000149;ALFA MED SISTEM
Fab02629;23643895000188;SUPERARMED EQUI
Fab02630;08868097000160;BELAPAN INDUSTR
Fab02631;38510020000185;FARMACIA BS LTD
Fab02632;16647278000195;PARAMED DISTRIB
Fab02633;01298443000173;MAGNAMED TECNOL
Fab02634;09029404000182;COPERMED COMERC
Fab02635;10734126000224;PRODUTOS QUIMIC
Fab02636;03135603000199;WELCH ALLYN DO
Fab02637;58511270000147;SONICLEAR INDUS
Fab02638;02238049000102;LUGI PLAST INDU
Fab02639;05652247000106;LUMIAR HEALTH B
Fab02640;04846613000103;CELER BIOTECNOL
Fab02641;02567922000100;SUPLAN- LABORAT
Fab02642;18964366000146;RONDOLAB COMERC
Fab02643;41654740000129;QUIMIFORT COMER
Fab02644;03394608000136;JOAO BATISTA MA
Fab02645;43566371000148;BADEIA COMÉRCIO
Fab02646;26003887000165;DESCARTATA CONF
Fab02647;03586651000101;DESCARTAVEIS NO
Fab02648;05127739000182;CHS - INDUSTRIA
Fab02649;07009769000209;WANA INDUSTRIA
Fab02650;48767628000143;RICHARDS DO BRA
Fab02651;19444651000107;K.S. ARTIGOS ES
Fab02652;11781768000166;CORAX INDUSTRIA
Fab02653;92315399000118;BIOTEC-EQUIPAME
Fab02654;01706665000188;MEDPLUS COMERCI
Fab02655;90909631000110;INSTRAMED INDUS
Fab02656;00671994000178;GIROGAZ COMERCI
Fab02657;11388997000115;STRA COMERCIO D
Fab02658;03530984000291;CABORONGA COMER
Fab02659;55956510000129;LIO SERUM PRODU
Fab02660;03936626000100;EDIVAN BORGES D
Fab02661;35820448000136;WHITE MARTINS G
Fab02662;22499940000100;A G ROSSATO - D
Fab02663;10708841000101;FRANTINS INDUST
Fab02664;05753434000186;ADRIANA PAULA T
Fab02665;01786983000104;BEIERSDORF INDU
Fab02666;02916028000107;FRADEL-MED INDU
Fab02667;18581292000169;E M ORTEGA EQUI
Fab02668;10788872000209;FORTUNE SERVICO
Fab02669;07699581000140;POLLITEX EMBALA
Fab02670;11244404000147;LUDAN INDUSTRIA
Fab02671;28634665000176;HEARST LABORATO
Fab02672;00317372000499;GALDERMA BRASIL
Fab02673;08053383000259;CAITHEC INDUSTR
Fab02674;92670801000182;GEYER MEDICAMEN
Fab02675;19136432000152;EXELTIS LABORAT
Fab02676;01202521000194;PLASTIC WAY PRO
Fab02677;48580492000168;HAL INDUSTRIA E
Fab02678;17018170000104;SELAPLAST INDUS
Fab02679;03627008000170;CLINMED - INDUS
Fab02680;42893222000120;DISTRIBUIDORA D
Fab02681;61409843000130;MARCATTO FORTIN
Fab02682;06787369000172;VITALMAX MEDICI
Fab02683;36427615000146;CARBOGRAFITE EQ
Fab02684;21831246000185;TECH-SUL MEDICA
Fab02685;09174668000120;VITTAFLEX INDUS
Fab02686;11830264000199;PROLIFE PRODUTO
Fab02687;10631897000105;BALME EMPREENDI
Fab02688;07912362000106;TECNOVENT COMER
Fab02689;21324430000139;CERQUEIRA COMER
Fab02690;31123929000131;RHAUNYR NAPOLEA
Fab02691;09058456000187;MINDRAY DO BRAS
Fab02692;28345933000130;BRAMED COMERCIO
Fab02693;24922642000106;ECO VIDA COMERC
Fab02694;04948894000105;GPACK ECO EMBAL
Fab02695;26145871000197;OPEN MEDICAL CO
Fab02696;02683865000397;VOLK DO BRASIL
Fab02697;00969061000161;CARBOGEL INDUST
Fab02698;40197840000100;BRASIL SUL INDÚ
Fab02699;14727893000186;MOBIL SAUDE COM
Fab02700;20451726000239;SALUTEM COMERCI
Fab02701;62413869000115;GIGANTE RECEM N
Fab02702;07427470000185;ENDOBRAX COMERC
Fab02703;26052170000103;HR HOSPITALAR E
Fab02704;05150878000127;HEALTH QUALITY
Fab02705;06170316000108;A. G. INDUSTRIA
Fab02706;14754762000198;SORRISO DENTAL
Fab02707;02175931000156;ORLANDO ANTONIO
Fab02708;14421027000162;DINAMICA MEDICA
Fab02709;60412327000100;ALCON LABORATÓR
Fab02710;34680592000151;BRASIL DEVICES
Fab02711;03618435000192;BRASILL INFORMA
Fab02712;16717334000110;B MELO PRODUTOS
Fab02713;12420164000157;CM HOSPITALAR L
Fab02714;90607656000160;IODONTEC INDUST
Fab02715;04310364000129;EMBRAST INDUSTR
Fab02716;25137947000170;AGUAMED IMPORTA
Fab02717;11252642001095;TROMBINI EMBALA
Fab02718;72905839000180;A.DE OLIVEIRA F
Fab02719;13686584000142;TELEFLEX MEDICA
Fab02720;08651657000120;ALL SOLUTIONS M
Fab02721;27672908000106;WIENSKOSKI & FA
Fab02722;73318693000139;V P - MEDICAMEN
Fab02723;06979733000104;UZEMAX QUIMICA
Fab02724;13120044000105;WANDERLEY & REG
Fab02725;06910560000160;NEWDESC CONFECC
Fab02726;00424413000101;DESKARPLAS INDU
Fab02727;12478212000168;INDUSTRIA MASTE
Fab02728;01541283000303;INDUSTRIA QUIMI
Fab02729;58188194000180;GN INJECTA INDU
Fab02730;48708010000102;KULZER SOUTH AM
Fab02731;02228938000199;D-X INDUSTRIA,
Fab02732;66525379000161;KONDENTECH INDU
Fab02733;01332005000184;DENTSCLER INDUS
Fab02734;37055977000116;BRASVAL COMERCI
Fab02735;00980360000288;AGFA GEAVERT DO
Fab02736;24443644000112;MACHADO & MACHA
Fab02737;13038110000194;INDUFLEX INDUST
Fab02738;12340717000161;POINT SUTURE DO
Fab02739;40764896000108;PROLIMP PRODUTO
Fab02740;23864965000128;GAMMA CRUCIS CO
Fab02741;31709675000138;DIGIFLEX GRAFIC
Fab02742;17099395000124;MAX PRODUTOS HO
Fab02743;06263809000192;ORIGINAL AQUAPL
Fab02744;37876642000169;LF INDUSTRIA E
Fab02745;24994990000199;FOXMED MEDICAME
Fab02746;08474646000112;FORTECARE INDUS
Fab02747;33524950000174;LABORATORIO BRA
Fab02748;05756359000107;SANDERS DO BRAS
Fab02749;92037480000183;FARMAMED PRODUT
Fab02750;55126981000100;GFE DO BRASIL L
Fab02751;01801514000109;ACONOX METALURG
Fab02752;49351786000261;BAXTER HOSPITAL
Fab02753;02799882000122;LOTUS INDUSTRIA
Fab02754;06098484000130;CELESTE DISTRIB
Fab02755;67444422000127;ADDISON INDUSTR
Fab02756;60397528000178;DUARTE AMARAL C
Fab02757;04727762000145;CRISTIANE DE OL
Fab02758;53359824000461;BLANVER FARMOQU
Fab02759;08778201000126;DROGAFONTE LTDA
Fab02760;25407581000101;NANOSENS LTDA
Fab02761;17724560000191;LIANE YUKI KOYA
Fab02762;04067132000191;FAREX DO BRASIL
Fab02763;72979305000106;ALERGOSHOP PROD
Fab02764;13506564000142;C.KOVACS INDUST
Fab02765;61186938000132;KODAK BRASILEIR
Fab02766;09420515000115;MB3 SERVICOS AD
Fab02767;07130168000160;LEANDRO KLEBER
Fab02768;48203210000103;KONEX INDUSTRIA
Fab02769;02290277001950;KIMBERLY -CLARK
Fab02770;92928951000143;LABORATORIO IND
Fab02771;41847658000110;TECELAGEM MINAS
Fab02772;01339015000141;PLASTPEROLA IND
Fab02773;61485900000160;SG TECNOLOGIA C
Fab02774;29084765000139;LAM BRASIL EQUI
Fab02775;28227946000104;FERREIRA COMERC
Fab02776;62373923000146;SILPACHEM INDUS
Fab02777;33255787000191;IBF INDUSTRIA B
Fab02778;60397874000407;FUJIFILM DO BRA
Fab02779;49351786001071;BAXTER HOSPITAL
Fab02780;48791685000168;C.B.S. MEDICO C
Fab02781;05198469000109;TECNOCRYO GASES
Fab02782;65441255000135;DENTAL MORELLI
Fab02783;23643315014293;DANONE LTDA
Fab02784;28862209000183;POLIBOR LTDA
Fab02785;07127606000131;ELISMED COMERCI
Fab02786;66835281000100;BALMAK INDUSTRI
Fab02787;26570361000167;PORTAL DISTRIBU
Fab02788;26325797000190;EREMIX INDUSTRI
Fab02789;26965679000147;GG INDUSTRIA DE
Fab02790;01107391000100;SUPPORT PRODUTO
Fab02791;32282308000163;J DE BRITO - DI
Fab02792;90821554000142;NEOGEN DO BRASI
Fab02793;07394427000160;VEROPAPEIS FABR
Fab02794;01827550000141;GIRASSOL FARMAC
Fab02795;23191397000141;MED LIFE INDUST
Fab02796;23866426000128;HOSPBOX DISTRIB
Fab02797;50358522000138;INDUSTRIA NACIO
Fab02798;00072182000106;ROSSI PRODUTOS
Fab02799;23605544000182;ESSENZA INDUSTR
Fab02800;00406859000103;AGAPLASTIC INDU
Fab02801;28993612000141;BIOTEK COMERCIO
Fab02802;23478737000110;INALAMED HOSPIT
Fab02803;38756680000140;DKT DO BRASIL P
Fab02804;61541132000115;NEOLATINA COMER
Fab02805;02543673000113;3R - INDUSTRIA
Fab02806;73279044000176;ORTUS IND. E CO
Fab02807;16987597000140;ALLOXY ESPECIAL
Fab02808;33026055000553;MEGALABS FARMAC
Fab02809;58295213001816;PHILIPS MEDICAL
Fab02810;03022656000101;PROFILATICA PRO
Fab02811;30082076000174;ABSOLUTA SAUDE
Fab02812;44156008000117;LORD INDUSTRIA
Fab02813;33089180000260;PRLV INDUSTRIA
Fab02814;23643315014455;DANONE LTDA
Fab02815;07847837000110;CIENTIFICA MEDI
Fab02816;11480841000160;PASSE VIP - SIS
Fab02817;13036559000113;AKRON PHARMA S/
Fab02818;03860740000196;LARISMED - INDU
Fab02819;07293455000191;BCI - BALPEX CO
Fab02820;32137424000199;ALKO DO BRASIL
Fab02821;30064034000100;INSTITUTO VITAL
Fab02822;01226416000195;NUTRIMED SERV.M
Fab02823;02761298000188;WEB WELLHEAD EQ
Fab02824;03361364000195;ORGANON - TECNO
Fab02825;01395137000155;RACHEL DE SA BA
Fab02826;25210463000109;PTC FARMACEUTIC
Fab02827;09357414000147;SDORF SCIENTIFI
Fab02828;19844928000180;ERIMED INDUSTRI
Fab02829;34638788000188;ANTONIO CARLOS
Fab02830;27401513000160;DEVANT CARE COM
