id_produto;codigo_br;descricao_catmat;generico;unidade_fornecimento;status_utilizacao
Pro12136;267502;ÁCIDO ACETILSALICÍLICO, DOSAGEM:100 MG;SIM;COMPRIMIDO         ;Utilizado
Pro12137;268404;CAPECITABINA, DOSAGEM:150 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro12138;270798;FEXOFENADINA, DOSAGEM:120MG;SIM;COMPRIMIDO         ;Utilizado
Pro12139;273194;TEMOZOLOMIDA, CONCENTRAÇÃO:20 MG;SIM;CÁPSULA            ;Utilizado
Pro12140;273195;TEMOZOLOMIDA, CONCENTRAÇÃO:100 MG;SIM;CÁPSULA            ;Utilizado
Pro12141;278338;ÁCIDO TRANEXÂMICO, DOSAGEM:250 MG;SIM;COMPRIMIDO         ;Utilizado
Pro12142;284427;TELMISARTANA, PRINCÍPIO ATIVO:ASSOCIADA COM HIDROCLOROTIAZIDA, DOSAGEM:80MG + 12,5MG;SIM;COMPRIMIDO         ;Utilizado
Pro12143;287531;DESONIDA, DOSAGEM:0,05%, FORMA FARMACÊUTICA:CREME;SIM;BISNAGA 30,00 G    ;Utilizado
Pro12144;292418;CIPROFLOXACINO CLORIDRATO, DOSAGEM:2 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL;SIM;FRASCO 100,00 ML   ;Utilizado
Pro12145;305936;PROPOFOL, DOSAGEM:20 MG/ML, FORMA FARMACÊUTICA:EMULSÃO INJETÁVEL;SIM;FRASCO 50,00 ML    ;Utilizado
Pro12146;331309;ANLODIPINO BESILATO, COMPOSIçÃO:ASSOCIADO AO ATENOLOL, CONCENTRAÇÃO:5 MG + 25 MG;SIM;CÁPSULA            ;Utilizado
Pro12147;335100;CLORANFENICOL, CONCENTRAÇÃO:1 G, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL;SIM;FRASCO-AMPOLA      ;Utilizado
Pro12148;352933;LEVETIRACETAM, CONCENTRAÇÃO:100 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO ORAL;SIM;FRASCO 100,00 ML   ;Utilizado
Pro12149;376406;BISSACARATO DE POTÁSSIO, ASPECTO FÍSICO:PÓ BRANCO, CRISTALINO, FÓRMULA QUÍMICA:C6H9KO8, PESO MOLECULAR:248,24 G/MOL, GRAU DE;NÃO;GRAMA              ;Utilizado
Pro12150;385153;TROMETAMOL, COMPOSIÇÃO:SAL CETOROLACO, CONCENTRAÇÃO:10MG, FORMA FARMACÊUTICA:SUB-LINGUAL;SIM;COMPRIMIDO         ;Utilizado
Pro12151;388399;OLMESARTANA MEDOXOMILA, COMPOSIÇÃO:ASSOCIADA COM ANLODIPINO, CONCENTRAÇÃO:20 MG + 5 MG;SIM;COMPRIMIDO         ;Utilizado
Pro12152;389803;TEMOZOLOMIDA, CONCENTRAÇÃO:180 MG;SIM;CÁPSULA            ;Utilizado
Pro12153;393730;OXICODONA CLORIDRATO, CONCENTRAÇÃO:20 MG, FORMA FARMACÊUTICA:LIBERAÇÃO CONTROLADA;SIM;COMPRIMIDO         ;Utilizado
Pro12154;407620;PROTETOR SOLAR, TIPO PROTEÇÃO:UVA/UVB, FATOR PROTEÇÃO:FATOR 60, FORMA FARMACÊUTICA:GEL CREME;NÃO;FRASCO 60,00 ML    ;Utilizado
Pro12155;428108;CREME HIDRATANTE, COMPOSIÇÃO:URÉIA, PETROLATO;NÃO;FRASCO 120,00 ML   ;Utilizado
Pro12156;437003;VALSARTANA, COMPOSIÇÃO:ASSOCIADO À HIDROCLOROTIAZIDA, ANLODIPINO BESILATO, CONCENTRAÇÃO:160 MG + 12,5 MG + 10 MG;SIM;COMPRIMIDO         ;Utilizado
Pro12157;437585;ZOLPIDEM, CONCENTRAÇÃO:6,25 MG, ADICIONAL:LIBERAÇÃO PROLONGADA;SIM;COMPRIMIDO         ;Utilizado
Pro12158;482053;FOCO, TIPO:CIRÚRGICO AUXILIAR, PORTÁTIL, CÚPULA:1 CÚPULA, LÂMPADA / VIDA ÚTIL:LED MÍN 50.000 H, LUMINOSIDADE:CERCA DE 160.000;NÃO;UNIDADE            ;Utilizado
Pro12159;267777;PARACETAMOL, DOSAGEM SOLUÇÃO ORAL:200 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL;SIM;FRASCO 20,00 ML    ;Utilizado
Pro12160;295853;LEVONORGESTREL, CONCENTRAÇÃO:1,5 MG;SIM;COMPRIMIDO         ;Utilizado
Pro12161;309041;FOLINATO DE CÁLCIO, DOSAGEM:10 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;SIM;FRASCO 30,00 ML - G;Utilizado
Pro12162;313629;LÂMINA BISTURI, MATERIAL:AÇO CARBONO, TAMANHO:Nº 20, TIPO:DESCARTÁVEL, ESTERILIDADE:ESTÉRIL, CARACTERÍSTICAS ADICIONAIS:EMBAL;NÃO;CAIXA 100,00 UN    ;Utilizado
Pro12163;352911;DIVALPROATO DE SÓDIO, CONCENTRAÇÃO:125 MG;SIM;CÁPSULA            ;Utilizado
Pro12164;374706;GÁS COMPRIMIDO, NOME:ÓXIDO NITROSO, ASPECTO FÍSICO:INCOLOR, ODOR E SABOR ADOCICADO, FÓRMULA QUÍMICA:N2O, MASSA MOLECULAR:38,6;NÃO;QUILOGRAMA         ;Utilizado
Pro12165;389863;SUGAMADEX, COMPOSIÇÃO:SAL SÓDICO, CONCENTRAÇÃO:100 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;NÃO;AMPOLA 5,00 ML     ;Utilizado
Pro12166;395535;RECIPIENTE NUTRIÇÃO ENTERAL, MATERIAL:PLÁSTICO TRANSPARENTE, CAPACIDADE:100 ML, COMPONENTES:COM TAMPA ROSQUEADA, ALÇA, ETIQUE;NÃO;UNIDADE            ;Utilizado
Pro12167;419017;ONDANSETRONA CLORIDRATO, CONCENTRAÇÃO:0,8 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO ORAL;NÃO;FRASCO 50,00 ML    ;Utilizado
Pro12168;425352;CÂNULA DE TRAQUEOSTOMIA, MATERIAL :PVC SILICONIZADO, TIPO:S/ BALÃO, DIÂMETRO:5 MM, CARACTERÍSTICAS ADICIONAIS :C/ ASA DE FIXA;NÃO;UNIDADE            ;Utilizado
Pro12169;426984;CATETER P/ TERAPIA RENAL, TIPO USO:DIÁLISE PERITONEAL, DURABILIDADE:LONGA PERMANÊNCIA, MODELO:TENCKHOFF, MATÉRIA PRIMA:SILICO;NÃO;UNIDADE            ;Utilizado
Pro12170;437569;CATETER CENTRAL, APLICAÇÃO:VENOSO, TIPO IMPLANTE:INSERÇÃO PERIFÉRICA, MATÉRIA PRIMA:POLIURETANO RADIOPACO, DIÂMETRO:CERCA 1 F;NÃO;UNIDADE            ;Utilizado
Pro12171;437840;CATETER CENTRAL, APLICAÇÃO:VENOSO / ARTERIAL, TIPO IMPLANTE:UMBILICAL, MATÉRIA PRIMA:PVC RADIOPACO, DIÂMETRO:CERCA 4 FR, VIAS;NÃO;UNIDADE            ;Utilizado
Pro12172;437841;CATETER CENTRAL, APLICAÇÃO:VENOSO / ARTERIAL, TIPO IMPLANTE:UMBILICAL, MATÉRIA PRIMA:PVC RADIOPACO, DIÂMETRO:CERCA 5 FR, VIAS;NÃO;UNIDADE            ;Utilizado
Pro12173;437842;CATETER CENTRAL, APLICAÇÃO:VENOSO / ARTERIAL, TIPO IMPLANTE:UMBILICAL, MATÉRIA PRIMA:PVC RADIOPACO, DIÂMETRO:CERCA 6 FR, VIAS;NÃO;UNIDADE            ;Utilizado
Pro12174;439938;AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADO À CLARITROMICINA E ESOMEPRAZOL, CONCENTRAÇÃO:500 MG + 500 MG + 20 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro12175;455009;MÁSCARA GASOTERAPIA, APLICAÇÃO:MÚLTIPLA FUNÇÃO, MODELO:FACIAL OVAL, MATERIAL:CÚPULA EM PLÁSTICO RÍGIDO, TIPO BORDA:COXIM INFL;NÃO;UNIDADE            ;Utilizado
Pro12176;457456;CATETER MONITORIZAÇÃO, TIPO:ARTERIAL, TAMANHO:CERCA DE 4 FRENCH, COMPRIMENTO:CERCA DE 6 CM, ESTERILIDADE:ESTÉRIL, USO ÚNICO,;NÃO;UNIDADE            ;Utilizado
Pro12177;457458;CATETER MONITORIZAÇÃO, TIPO:ARTERIAL, TAMANHO:CERCA DE 4 FRENCH, COMPRIMENTO:CERCA DE 12 CM, ESTERILIDADE:ESTÉRIL, USO ÚNICO,;NÃO;UNIDADE            ;Utilizado
Pro12178;457775;ACESSÓRIO PARA EQUIPAMENTO MÉDICO, TIPO:PINO DE FIXAÇÃO CRANIANA, APLICAÇÃO:USO EM EQUIPAMENTO FIXADOR DE CRÂNIO, MATERIAL:AÇ;NÃO;UNIDADE            ;Utilizado
Pro12179;458246;LIGADURA ELÁSTICA, APLICAÇÃO:P/ VARIZES ESÔFAGO / HEMORROIDAS, MATERIAL:LÁTEX NATURAL, DIMENSÕES:CERCA DE 4,0 X 1,5 X 2,0 MM,;NÃO;UNIDADE            ;Utilizado
Pro12180;461254;ELETRODO USO MÉDICO, APLICAÇÃO 1:P/ MONITORIZAÇÃO CARDÍACA - ECG, MODELO:DE SUPERFÍCIE, TIPO:PRECORDIAL C/ PERA, MATERIAL SEN;NÃO;UNIDADE            ;Utilizado
Pro12181;461331;ELETRODO USO MÉDICO, APLICAÇÃO 1:P/ ELETROESTIMULAÇÃO, FISIOTERAPIA, MODELO:DE SUPERFÍCIE, MATERIAL SENSOR:SILICONE, DIMENSÕE;NÃO;UNIDADE            ;Utilizado
Pro12182;479659;TAMPA PROTETORA USO MÉDICO, APLICAÇÃO 1:P/ CONECTORES - EQUIPO, EXTENSOR, SERINGA, CATETER, TIPO:LUER LOCK  E  SLIP, MATERIAL;NÃO;UNIDADE            ;Utilizado
Pro12183;481426;DISPOSITIVO EXTERNO P/ INCONTINÊNCIA URINÁRIA, MODELO:MASCULINO, TIPO:PRESERVATIVO C/ ABERTURA P/ DRENAGEM, MATERIAL:LÁTEX NA;NÃO;UNIDADE            ;Utilizado
Pro12184;485531;MÁSCARA PROTEÇÃO RESP. C/ ANVISA, MODELO:RESPIRADOR TIPO CONCHA, MATERIAL:CAMADAS FIBRAS SINTÉTICAS, FILTRO:EFICIÊNCIA FILTRA;NÃO;UNIDADE            ;Utilizado
Pro12185;487343;FIO DE SUTURA AGULHADO, MATERIAL FIO:ÁC. POLIGLICÓLICO INCOLOR, MODELO FIO:MULTIFILAMENTAR, DIÂMETRO FIO:5-0, COMPRIMENTO FIO;NÃO;UNIDADE            ;Utilizado
Pro12186;487359;FIO DE SUTURA AGULHADO, MATERIAL FIO:ÁC. POLIGLICÓLICO VIOLETA, MODELO FIO:MULTIFILAMENTAR, DIÂMETRO FIO:3-0, COMPRIMENTO FIO;NÃO;UNIDADE            ;Utilizado
Pro12187;487373;FIO DE SUTURA AGULHADO, MATERIAL FIO:ÁC. POLIGLICÓLICO VIOLETA, MODELO FIO:MULTIFILAMENTAR, DIÂMETRO FIO:Nº 1, COMPRIMENTO FI;NÃO;UNIDADE            ;Utilizado
Pro12188;487667;FIO DE SUTURA AGULHADO, MATERIAL FIO:AÇO INOXIDÁVEL, MODELO FIO:MONOFILAMENTAR, DIÂMETRO FIO:Nº 2, COMPRIMENTO FIO:4 X CERCA;NÃO;UNIDADE            ;Utilizado
Pro12189;487671;FIO DE SUTURA AGULHADO, MATERIAL FIO:AÇO INOXIDÁVEL, MODELO FIO:MONOFILAMENTAR, DIÂMETRO FIO:Nº 4, COMPRIMENTO FIO:4 X CERCA;NÃO;UNIDADE            ;Utilizado
Pro12190;487674;FIO DE SUTURA AGULHADO, MATERIAL FIO:AÇO INOXIDÁVEL, MODELO FIO:MONOFILAMENTAR, DIÂMETRO FIO:Nº 6, COMPRIMENTO FIO:4 X CERCA;NÃO;UNIDADE            ;Utilizado
Pro12191;267206;DIPIRONA SÓDICA, DOSAGEM:50 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL;SIM;FRASCO 100,00 ML   ;Utilizado
Pro12192;267713;OMEPRAZOL, CONCENTRAÇÃO:40 MG;SIM;CÁPSULA            ;Utilizado
Pro12193;268267;MICONAZOL NITRATO, DOSAGEM:20 MG/G, APRESENTAÇÃO:LOÇÃO;SIM;FRASCO 30,00 G     ;Utilizado
Pro12194;268499;METRONIDAZOL, DOSAGEM:400 MG;SIM;COMPRIMIDO         ;Utilizado
Pro12195;271104;CICLOSPORINA, CONCENTRAÇÃO:25 MG;SIM;CÁPSULA            ;Utilizado
Pro12196;284106;RISPERIDONA, DOSAGEM:1 MG/ML, USO:SOLUÇÃO ORAL, COM PIPETA DOSADORA;NÃO;FRASCO 60,00 ML    ;Utilizado
Pro12197;313630;LÂMINA BISTURI, MATERIAL:AÇO CARBONO, TAMANHO:Nº 22, TIPO:DESCARTÁVEL, ESTERILIDADE:ESTÉRIL, CARACTERÍSTICAS ADICIONAIS:EMBAL;NÃO;UNIDADE            ;Utilizado
Pro12198;351444;RABEPRAZOL SÓDICO, CONCENTRAÇÃO:20 MG, FORMA FARMACÊUTICA:LIBERAÇÃO ENTÉRICA;SIM;COMPRIMIDO         ;Utilizado
Pro12199;357062;ANLODIPINO BESILATO, COMPOSIÇÃO:ASSOCIADO AO VALSARTANO, CONCENTRAÇAO:5 MG + 160 MG;SIM;COMPRIMIDO         ;Utilizado
Pro12200;388797;METFORMINA CLORIDRATO, CONCENTRAÇÃO:750 MG, FORMA FARMACÊUTICA:AÇÃO PROLONGADA;NÃO;COMPRIMIDO         ;Utilizado
Pro12201;449650;EXTRATO MEDICINAL, PRINCÍPIO ATIVO:ÓLEO DE CANABIDIOL, CONCENTRAÇÃO:50 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO ORAL - GOTAS;NÃO;FRASCO 120,00 ML   ;Utilizado
Pro12202;267773;PERMETRINA, DOSAGEM:10 MG/ML, INDICAÇÃO:LOÇÃO;SIM;FRASCO 60,00 ML    ;Utilizado
Pro12203;268372;ACICLOVIR, DOSAGEM:400 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro12204;268541;VANCOMICINA CLORIDRATO, DOSAGEM:1 G, APRESENTAÇÃO:INJETÁVEL;SIM;FRASCO-AMPOLA      ;Utilizado
Pro12205;270558;ACETILCISTEÍNA, DOSAGEM:20 MG/ML, INDICAÇÃO:XAROPE;NÃO;FRASCO 80,00 ML    ;Utilizado
Pro12206;272041;CLOMIPRAMINA, DOSAGEM:75 MG, APRESENTAÇÃO:LIBERAÇÃO LENTA;SIM;COMPRIMIDO         ;Utilizado
Pro12207;273582;PROPRANOLOL CLORIDRATO, DOSAGEM:1 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL;NÃO;AMPOLA 1,00 ML     ;Utilizado
Pro12208;279297;NISTATINA, APRESENTAÇÃO:ASSOCIADA COM ÓXIDO DE ZINCO, CONCENTRAÇÃO:100.000UI + 200MG/G, TIPO MEDICAMENTO:CREME;NÃO;BISNAGA 100,00 G   ;Utilizado
Pro12209;281244;FIO DE SUTURA, MATERIAL:ALGODÃO TORCIDO, TIPO FIO:3-0, COR:AZUL/PRETO, COMPRIMENTO:45 CM, CARACTERÍSTICAS ADICIONAIS:COM AGUL;NÃO;UNIDADE            ;Utilizado
Pro12210;292208;RIFAMPICINA, DOSAGEM:20 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL;NÃO;FRASCO 50,00 ML    ;Utilizado
Pro12211;296486;METFORMINA CLORIDRATO, CONCENTRAÇÃO:1 G;SIM;COMPRIMIDO         ;Utilizado
Pro12212;305464;FLUOXETINA, DOSAGEM:10 MG;SIM;CÁPSULA            ;Utilizado
Pro12213;319144;PENTOXIFILINA, DOSAGEM:600 MG;NÃO;DRÁGEA             ;Utilizado
Pro12214;321804;TOPOTECANA CLORIDRATO, DOSAGEM:4 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL;SIM;FRASCO-AMPOLA      ;Utilizado
Pro12215;332426;HIDRÓXIDO DE ALUMÍNIO, ASSOCIADO AO HIDRÓXIDO DE MAGNÉSIO, 37 MG + 35,6 MG/ML, SUSPENSÃO ORAL;NÃO;FRASCO 240,00 ML   ;Utilizado
Pro12216;333330;REAGENTE PARA DIAGNÓSTICO CLÍNICO 5, TIPO:CONJUNTO COMPLETO PARA AUTOMAÇÃO, TIPO DE ANÁLISE:QUANTITATIVO DE ALFA-1 GLICOPROTE;NÃO;TESTE              ;Utilizado
Pro12217;334465;REAGENTE PARA DIAGNÓSTICO CLÍNICO 6, TIPO:CONJUNTO COMPLETO PARA AUTOMAÇÃO, TIPO DE ANÁLISE:QUANTITATIVO DE DESIDROGENASE LÁC;NÃO;TESTE              ;Utilizado
Pro12218;338411;ÁCIDO ZOLEDRÔNICO, CONCENTRAÇÃO:4 MG, FORMA FARMACEUTICA:PÓ LIÓFILO P/ INJETÁVEL;NÃO;FRASCO-AMPOLA      ;Utilizado
Pro12219;338900;REAGENTE PARA DIAGNÓSTICO CLÍNICO 6, TIPO:CONJUNTO COMPLETO PARA AUTOMAÇÃO, TIPO DE ANÁLISE:QUANTITATIVO DE COLINESTERASE, MÉ;NÃO;TESTE              ;Utilizado
Pro12220;339848;CEFEPIMA CLORIDRATO, CONCENTRAÇÃO:2 G, FORMA FARMACEUTICA:PÓ LIÓFILO P/ INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:SISTEMA FECHADO;SIM;BOLSA 100,00 ML    ;Utilizado
Pro12221;388392;ROSUVASTATINA, COMPOSIÇÃO:CÁLCICA, CONCENTRAÇÃO:40 MG;SIM;COMPRIMIDO         ;Utilizado
Pro12222;398701;RANITIDINA CLORIDRATO, CONCENTRAÇÃO:15 MG/ML, FORMA FARMACEUTICA:XAROPE;NÃO;FRASCO 100,00 ML   ;Utilizado
Pro12223;408627;MICROPIPETA, CAPACIDADE ASPIRAÇÃO:ATÉ 10 MCL, TIPO :MONOCANAL, MECÂNICA, AJUSTE:VOLUME REGULÁVEL, COMPONENTES:COM EJETOR DE P;NÃO;UNIDADE            ;Utilizado
Pro12224;415182;FILME RADIOLÓGICO, TIPO:RAIO-X, ADICIONAL:PARA PROCESSAMENTO SECO, DIMENSÕES:20 X 25 CM;NÃO;CAIXA 100,00 UN    ;Utilizado
Pro12225;415184;FILME RADIOLÓGICO, TIPO:RAIO-X, ADICIONAL:PARA PROCESSAMENTO SECO, DIMENSÕES:28 X 35 CM;NÃO;CAIXA 100,00 UN    ;Utilizado
Pro12226;419180;ESTANTE TUBO ENSAIO, MATERIAL:PLÁSTICO, DIÂMETRO TUBO:PARA TUBOS ATÉ 15 MM, CAPACIDADE :ATÉ 40 UNIDADES;NÃO;UNIDADE            ;Utilizado
Pro12227;419965;ESTANTE TUBO ENSAIO, MATERIAL:PLÁSTICO, DIÂMETRO TUBO:PARA TUBOS ATÉ 75 MM, CAPACIDADE :ATÉ 105 UNIDADES;NÃO;UNIDADE            ;Utilizado
Pro12228;422946;HASTE INTRAMEDULAR FEMORAL, MATERIAL:TITÂNIO, TIPO:NÃO BLOQUEADA, ESTRUTURA:FLEXÍVEL, DIÂMETRO:3,0 MM, COMPRIMENTO:450 MM, TI;NÃO;UNIDADE            ;Utilizado
Pro12229;429432;FIO DE SUTURA, MATERIAL:ÁCIDO POLIGLICÓLICO (PGA), TIPO FIO:5-0, COMPRIMENTO:45 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TI;NÃO;UNIDADE            ;Utilizado
Pro12230;433280;LEVODOPA, COMPOSIÇÃO:ASSOCIADO À BENSERAZIDA, CONCENTRAÇÃO:100MG + 25 MG;SIM;COMPRIMIDO         ;Utilizado
Pro12231;438900;HASTE INTRAMEDULAR TIBIAL, MATERIAL:AÇO INOXIDÁVEL, FIXAÇÃO:BLOQUEADA, ESTRUTURA:CANULADA, COM PARAFUSO TAMPÃO, TIPO USO:USO;NÃO;UNIDADE            ;Utilizado
Pro12232;441434;PLACA ORTOPÉDICA - PEQUENOS E GRANDES FRAGMENTOS, MATERIAL:AÇO INOXIDÁVEL, TIPO FIXAÇÃO:FIXAÇÃO DINÂMICA - DCP, FORMATO:RETA,;NÃO;UNIDADE            ;Utilizado
Pro12233;444601;REAGENTE PARA DIAGNÓSTICO CLÍNICO 6, TIPO:SORO CONTROLE NORMAL, CARACTERÍSTICAS ADICIONAIS:PARA CALIBRAÇÃO;NÃO;FRASCO 5,00 ML     ;Utilizado
Pro12234;445968;MALHA TUBULAR ORTOPÉDICA, MATERIAL:ALGODÃO, DIMENSÕES:30 CM;NÃO;ROLO 15,00 M       ;Utilizado
Pro12235;455199;IMUNOGLOBULINA HUMANA, CONCENTRAÇÃO:5 G, FORMA FARMACEUTICA:INJETÁVEL;NÃO;FRASCO-AMPOLA      ;Utilizado
Pro12236;456906;EMBALAGEM P/ ESTERILIZAÇÃO, MATERIAL:PAPEL CREPADO, COMPOSIÇÃO:1ª GERAÇÃO, GRAMATURA / ESPESSURA:CERCA DE 60 G/M2, APRESENTAÇ;NÃO;UNIDADE            ;Utilizado
Pro12237;460314;APARELHO ULTRASSONOGRAFIA, MATERIAL GABINETE:UNIDADE C/ RODÍZIO, APLICAÇÃO:MULTIFUNCIONAL, CARACTERÍSTICAS ADICIONAIS:DOPPLER;NÃO;UNIDADE            ;Utilizado
Pro12238;460545;REAGENTE PARA DIAGNÓSTICO CLÍNICO 5, TIPO:CONJUNTO COMPLETO PARA AUTOMAÇÃO, TIPO DE ANÁLISE:QUANTITATIVO DE HEMOGLOBINA GLICO;NÃO;TESTE              ;Utilizado
Pro12239;461248;ELETRODO USO MÉDICO, APLICAÇÃO 1:P/ MONITORIZAÇÃO CARDÍACA - ECG, MODELO:DE SUPERFÍCIE, TIPO:ADESIVO, MATERIAL SENSOR:P/ AMBI;NÃO;UNIDADE            ;Utilizado
Pro12240;461250;ELETRODO USO MÉDICO, APLICAÇÃO 1:P/ MONITORIZAÇÃO CARDÍACA - ECG, MODELO:DE SUPERFÍCIE, TIPO:ADESIVO, MATERIAL SENSOR:P/ AMBI;NÃO;UNIDADE            ;Utilizado
Pro12241;462911;REAGENTE PARA DIAGNÓSTICO CLÍNICO 3, TIPO DE ANÁLISE:CALIBRADOR MULTIPARAMÉTRICO, APRESENTAÇÃO:LÍQUIDO, COMPOSIÇÃO BÁSICA:PRO;NÃO;FRASCO 1,00 ML     ;Utilizado
Pro12242;479755;ESPÉCULO USO MÉDICO, APLICAÇÃO:VAGINAL, MODELO:COLLIN, TAMANHO:PEQUENO, ADICIONAL 2:C/ DUCTO ASPIRADOR, TRAVAMENTO:C/ TRAVA T;NÃO;UNIDADE            ;Utilizado
Pro12243;483929;RACECADOTRILA, CONCENTRAÇÃO:10 MG, FORMA FARMACEUTICA:PÓ ORAL;NÃO;SACHÊ 1,00 G       ;Utilizado
Pro12244;280115;BOSENTANA, DOSAGEM:125 MG;SIM;COMPRIMIDO         ;Utilizado
Pro12245;400002;CABAZITAXEL, CONCENTRAÇÃO:40 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;SIM;FRASCO 1,50 ML     ;Utilizado
Pro12246;455977;CONJUNTO DRENAGEM, APLICAÇÃO:PERCUTÂNEA, BILIAR, COMPONENTE:CATETER POLÍMERO PONTA PIGTAIL, DIMENSÕES:CERCA DE 12 FR X 40 CM,;NÃO;UNIDADE            ;Utilizado
Pro12247;268973;REMIFENTANILA CLORIDRATO, DOSAGEM:2 MG, APRESENTAÇÃO:INJETÁVEL;SIM;FRASCO-AMPOLA - GEN;Utilizado
Pro12248;270909;PARACETAMOL, APRESENTAÇÃO:ASSOCIADO COM CAFEÍNA, DOSAGEM:500MG + 65MG;SIM;COMPRIMIDO - GENÉRI;Utilizado
Pro12249;358754;MISOPROSTOL, CONCENTRAÇAO:100 MCG, FORMA FARMACÊUTICA:COMPRIMIDO VAGINAL;NÃO;COMPRIMIDO         ;Utilizado
Pro12250;407020;CANETA ALTA ROTAÇÃO, MATERIAL:CORPO EM TITÂNIO, MATERIAL ROLAMENTO:ROLAMENTO CERÂMICA, VELOCIDADE MÁXIMA:VELOCIDADE MÁXIMA MA;NÃO;UNIDADE            ;Utilizado
Pro12251;415454;BROCA BAIXA ROTAÇÃO, TIPO:CONTRA ÂNGULO, MATERIAL:AÇO CARBONO, FORMATO:ESFÉRICA, TIPO CORTE:CORTE MÉDIO, TIPO HASTE:HASTE LON;NÃO;UNIDADE            ;Utilizado
Pro12252;433816;IMUNOGLOBULINA HUMANA, CONCENTRAÇÃO:100 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL;NÃO;FRASCO 10,00 ML    ;Utilizado
Pro12253;436612;ESCITALOPRAM OXALATO, CONCENTRAÇÃO:20 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO ORAL - GOTAS;SIM;FRASCO 15,00 ML    ;Utilizado
Pro12254;268469;ISOFLURANO, APRESENTAÇÃO:ANESTÉSICO INALATÓRIO;SIM;FRASCO 100,00 ML   ;Utilizado
Pro12255;272603;DROPROPIZINA, DOSAGEM:1,5 MG/ML, APRESENTAÇÃO:XAROPE;SIM;FRASCO 120,00 ML   ;Utilizado
Pro12256;381820;ASPIRADOR SECREÇÕES, CIRÚRGICO, COMANDO DIGITAL, 2 FRASCOS COLETORES COM 5 L, 186 W, DUPLA VÁLVULA SEGURANÇA, FILTRO BACTERIC;NÃO;UNIDADE            ;Utilizado
Pro12257;385203;EQUIPO BOMBA INFUSORA, TIPO:PARENTERAL, MATERIAL:PVC CRISTAL, COMPRIMENTO:MÍN. 140 CM, TIPO CÂMARA:CÂMARA FLEXÍVEL C/FILTRO A;NÃO;UNIDADE            ;Utilizado
Pro12258;466645;EXTENSOR INFUSÃO VASCULAR, VIAS:2 VIAS, MATERIAL:POLÍMERO, COMPRIMENTO:CERCA 20 CM, CALIBRE:CERCA 6 FRENCH, TIPO CONEXÃO:LUER;NÃO;UNIDADE            ;Utilizado
Pro12259;309040;ÁCIDO URSODESOXICÓLICO, CONCENTRAÇÃO:300 MG;SIM;COMPRIMIDO         ;Utilizado
Pro12260;435644;"PLACA ORTOPÉDICA - PEQUENOS E GRANDES FRAGMENTOS, MATERIAL:AÇO INOXIDÁVEL, TIPO FIXAÇÃO:FIXAÇÃO BLOQUEADA - LCP, FORMATO:EM """;NÃO;UNIDADE            ;Utilizado
Pro12261;437321;CATETER CENTRAL, APLICAÇÃO:VENOSO, TIPO IMPLANTE:INSERÇÃO PERIFÉRICA, MATÉRIA PRIMA:POLIURETANO RADIOPACO, DIÂMETRO:CERCA 6 F;NÃO;UNIDADE            ;Utilizado
Pro12262;448595;PREDNISOLONA, COMPOSIÇÃO:FOSFATO SÓDICO, CONCENTRAÇÃO:3 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO ORAL;NÃO;FRASCO 120,00 ML   ;Utilizado
Pro12263;455841;CONECTOR USO MÉDICO, APLICAÇÃO:P/ CIRCUITO VENTILATÓRIO, MATERIAL 1:POLÍMERO, MODELO:TUBULAR, FORMATO:RETO, DIÂMETRO:D. EXT X;NÃO;UNIDADE            ;Utilizado
Pro12264;464681;CABOZANTINIBE, COMPOSIÇÃO:LEVOMALATO, CONCENTRAÇÃO:40 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro12265;479631;FILTRO TERAPIA RESPIRATÓRIA, APLICAÇÃO:P/ ESPIRÔMETRO / PLETISMÓGRAFO, TIPO:BARREIRA MICROBIOLÓGICA, COMPONENTE:SEM PORTA FIL;NÃO;UNIDADE            ;Utilizado
